path,samples,start_s,end_s,duration_s,median_dt_s,p99_dt_s,min_value,max_value
/motors/position/pitch/current,965015,0.0,10287.194718464001,10287.194718464001,0.010065151999697264,0.021364892159008372,-13.992599977648258,37.053600022351745
/motors/position/pitch/target,56885,16.24891904,10108.197854208001,10091.948935168002,0.017535744000269915,2.041230010879537,-13.999399977648258,37.0
/motors/position/yaw/current,989091,0.000730624,10287.184913152001,10287.184182528,0.010046463999970001,0.020794140159750892,-37.00205013226058,57.1648
/motors/position/yaw/target,56885,16.248582144,10108.1976704,10091.949088256,0.01752780800029541,2.0411922329593493,-37.0,57.0
/trigger/fire,375,446.81753728,10104.455988992,9657.638451712,7.610901631999923,439.05192019199933,1.0,1.0
/trigger/impact,364,446.93630105600005,10104.575646208,9657.639345152002,7.371264767999946,481.1463821107198,1.0,1.0
/trigger/muzzle,364,446.85794764800005,10104.496462336001,9657.638514688,7.367847423999933,481.11421481983984,1.0,1.0
